datetime,count
20-01-2011 00:00,9.84739
20-01-2011 01:00,6.822347
20-01-2011 02:00,6.595754
20-01-2011 03:00,6.5058813
20-01-2011 04:00,5.7527785
20-01-2011 05:00,6.62962
20-01-2011 06:00,40.304554
20-01-2011 07:00,138.49765
20-01-2011 08:00,296.919
20-01-2011 09:00,147.88226
20-01-2011 10:00,70.273445
20-01-2011 11:00,75.256874
20-01-2011 12:00,108.29633
20-01-2011 13:00,86.67178
20-01-2011 14:00,82.154366
20-01-2011 15:00,90.93622
20-01-2011 16:00,123.97998
20-01-2011 17:00,263.35608
20-01-2011 18:00,215.2709
20-01-2011 19:00,140.18149
20-01-2011 20:00,98.84881
20-01-2011 21:00,73.11315
20-01-2011 22:00,47.41695
20-01-2011 23:00,16.765764
21-01-2011 00:00,8.90288
21-01-2011 01:00,6.9723706
21-01-2011 02:00,5.5941377
21-01-2011 03:00,5.5941377
21-01-2011 04:00,5.5941377
21-01-2011 05:00,6.837174
21-01-2011 06:00,42.04735
21-01-2011 07:00,120.10523
21-01-2011 08:00,270.78375
21-01-2011 09:00,134.5603
21-01-2011 10:00,60.73946
21-01-2011 11:00,65.48452
21-01-2011 12:00,82.78747
21-01-2011 13:00,77.451195
21-01-2011 14:00,68.536705
21-01-2011 15:00,69.571754
21-01-2011 16:00,100.02291
21-01-2011 17:00,181.7638
21-01-2011 18:00,175.00601
21-01-2011 19:00,111.53725
21-01-2011 20:00,82.43307
21-01-2011 21:00,59.03443
21-01-2011 22:00,28.969923
21-01-2011 23:00,25.534683
22-01-2011 00:00,37.015026
22-01-2011 01:00,23.812946
22-01-2011 02:00,15.544024
22-01-2011 03:00,10.984157
22-01-2011 04:00,9.305957
22-01-2011 06:00,22.08444
22-01-2011 07:00,34.171814
22-01-2011 08:00,69.43658
22-01-2011 09:00,70.677895
22-01-2011 10:00,95.371925
22-01-2011 11:00,128.98848
22-01-2011 12:00,157.91635
22-01-2011 13:00,192.45285
22-01-2011 14:00,174.95273
22-01-2011 15:00,195.13176
22-01-2011 16:00,159.26517
22-01-2011 17:00,118.898705
22-01-2011 18:00,89.58755
22-01-2011 19:00,74.495964
22-01-2011 20:00,51.882664
22-01-2011 21:00,49.965305
22-01-2011 22:00,45.259983
22-01-2011 23:00,23.081789
23-01-2011 00:00,35.974392
23-01-2011 01:00,28.293226
23-01-2011 02:00,9.81495
23-01-2011 03:00,7.4884424
23-01-2011 05:00,8.498884
23-01-2011 06:00,18.462034
23-01-2011 07:00,41.027985
23-01-2011 08:00,69.237076
23-01-2011 09:00,69.47811
